"score","method","mrts_k","dataset","quantile","value"
"brier",1,0,1,0.9,0.0203487109045455
"brier",1,0,1,0.91,0.0147759209727273
"brier",1,0,1,0.92,0.0124279146590909
"brier",1,0,1,0.93,0.0101942370727273
"brier",1,0,1,0.94,0.00910556962272727
"brier",1,0,1,0.95,0.0119695745
"brier",1,0,1,0.96,0.0128459385954545
"brier",1,0,1,0.97,0.0124971838727273
"brier",1,0,1,0.98,0.0101039874363636
"brier",1,0,1,0.99,0.00383937379545455
"brier",1,0,1,0.995,0.00188310213181818
"brier",1,0,2,0.9,0.0208762274
"brier",1,0,2,0.91,0.0195724611545455
"brier",1,0,2,0.92,0.0194788919909091
"brier",1,0,2,0.93,0.0146330518772727
"brier",1,0,2,0.94,0.0127561376409091
"brier",1,0,2,0.95,0.00952784906818182
"brier",1,0,2,0.96,0.0110801424090909
"brier",1,0,2,0.97,0.0115976302090909
"brier",1,0,2,0.98,0.00873832691818182
"brier",1,0,2,0.99,0.00539031243181818
"brier",1,0,2,0.995,0.00299582373636364
"brier",1,0,3,0.9,0.02427560085
"brier",1,0,3,0.91,0.0208172724227273
"brier",1,0,3,0.92,0.0172770529818182
"brier",1,0,3,0.93,0.0149032312409091
"brier",1,0,3,0.94,0.0107984211727273
"brier",1,0,3,0.95,0.00738365896818182
"brier",1,0,3,0.96,0.00528334665909091
"brier",1,0,3,0.97,0.00510477539545455
"brier",1,0,3,0.98,0.00125363852727273
"brier",1,0,3,0.99,0.00497867703181818
"brier",1,0,3,0.995,0.0040973459
"brier",1,0,4,0.9,0.0242712976181818
"brier",1,0,4,0.91,0.0227923498363636
"brier",1,0,4,0.92,0.0220994435772727
"brier",1,0,4,0.93,0.0200801500181818
"brier",1,0,4,0.94,0.0201348016636364
"brier",1,0,4,0.95,0.0197084297272727
"brier",1,0,4,0.96,0.0189452051227273
"brier",1,0,4,0.97,0.0170305835363636
"brier",1,0,4,0.98,0.0131147807636364
"brier",1,0,4,0.99,0.00539683201818182
"brier",1,0,4,0.995,0.00253547001818182
"brier",1,0,5,0.9,0.0240637826136364
"brier",1,0,5,0.91,0.0229833912363636
"brier",1,0,5,0.92,0.0199387440272727
"brier",1,0,5,0.93,0.0181020233454545
"brier",1,0,5,0.94,0.0150899247818182
"brier",1,0,5,0.95,0.00783173741818182
"brier",1,0,5,0.96,0.00459580111818182
"brier",1,0,5,0.97,0.00493813982272727
"brier",1,0,5,0.98,0.00265910804090909
"brier",1,0,5,0.99,0.00359471094545455
"brier",1,0,5,0.995,0.00160725030454545
"brier",1,0,6,0.9,0.0201242612545455
"brier",1,0,6,0.91,0.0173216085590909
"brier",1,0,6,0.92,0.0179330314136364
"brier",1,0,6,0.93,0.0175507009909091
"brier",1,0,6,0.94,0.0154359776909091
"brier",1,0,6,0.95,0.0135170132727273
"brier",1,0,6,0.96,0.0105488943181818
"brier",1,0,6,0.97,0.00848523474545454
"brier",1,0,6,0.98,0.00939417314090909
"brier",1,0,6,0.99,0.00462556067727273
"brier",1,0,6,0.995,0.00261180222727273
"brier",1,0,7,0.9,0.0348726724545455
"brier",1,0,7,0.91,0.0304778213863636
"brier",1,0,7,0.92,0.0283561080454545
"brier",1,0,7,0.93,0.0260892669863636
"brier",1,0,7,0.94,0.0245504539409091
"brier",1,0,7,0.95,0.02055240485
"brier",1,0,7,0.96,0.0138339701863636
"brier",1,0,7,0.97,0.0126622475363636
"brier",1,0,7,0.98,0.0103529492272727
"brier",1,0,7,0.99,0.00550926755454545
"brier",1,0,7,0.995,0.00305713828636364
"brier",1,0,8,0.9,0.0314990849727273
"brier",1,0,8,0.91,0.0285064157545455
"brier",1,0,8,0.92,0.0268554726636364
"brier",1,0,8,0.93,0.0212562085136364
"brier",1,0,8,0.94,0.0189385154590909
"brier",1,0,8,0.95,0.0152911370545455
"brier",1,0,8,0.96,0.0136399940227273
"brier",1,0,8,0.97,0.00616715686363636
"brier",1,0,8,0.98,0.00214510038181818
"brier",1,0,8,0.99,0.0032728166
"brier",1,0,8,0.995,0.00352993589090909
"brier",1,0,9,0.9,0.0192479576363636
"brier",1,0,9,0.91,0.0131180629409091
"brier",1,0,9,0.92,0.0111471660590909
"brier",1,0,9,0.93,0.00743066263181818
"brier",1,0,9,0.94,0.0111865278727273
"brier",1,0,9,0.95,0.0109874664363636
"brier",1,0,9,0.96,0.0111705058909091
"brier",1,0,9,0.97,0.0108635003681818
"brier",1,0,9,0.98,0.00990958089545455
"brier",1,0,9,0.99,0.00653467970454545
"brier",1,0,9,0.995,0.00427919222727273
"brier",1,0,10,0.9,0.0218273161545455
"brier",1,0,10,0.91,0.0205648646272727
"brier",1,0,10,0.92,0.0166394495772727
"brier",1,0,10,0.93,0.0120859132090909
"brier",1,0,10,0.94,0.00981235136818182
